id,group,scenario,ctrl,params_json,P_raw_kW,P_filtered_kW,filter_kW,E_raw_kWh,E_filtered_kWh,T_gt1_s,T_gt50_s,T_gt100_s,T_gt350_s,SOC_final,SOC_min,SOC_max,throughput_kWh,u_total_variation,source_violation_kW,fallback_pct,EFC,recovery_event_starts_s,recovery_s,SOC_at_events,soc_prediction_max_error_pp,soc_sign_mismatches,soc_prediction_violation_pp,ineq_residual,eq_residual,hess_cond,constraint_gram_cond,cycle_first_s,cycle_p50_s,cycle_p95_s,cycle_p99_s,cycle_max_s,qp_first_s,qp_p50_s,qp_p95_s,qp_p99_s,qp_max_s,assembly_first_s,assembly_p50_s,assembly_p95_s,assembly_p99_s,assembly_max_s,overruns,evidence,campaign,level,variant,weight,factor,forecast_shift,forecast_load_factor,event_mode,delay,trial
j00201,timing,perda_fonte,miope_qp,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.001237,0.0006063500000000001,0.0007263,0.00098065,0.0137125,0.0010639,0.0005365999999999999,0.0006364999999999999,0.0008708,0.0127584,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00201.mat,campanha_v1,,,,,-20,,,,
j00202,timing,perda_fonte,mpc_qp_v5,{},350.0000077437967,350.0000077437967,1,14.583333338820331,14.583333338820331,150,150,150,150,56.79947351473136,55.40572719668943,60,29.158302752787787,1768.8258923010928,0,2.3333333333333335,0.029158302752787787,500,150,59.04673424822603,0.014570789502421633,733,0,0,0.004392504020813703,333283.200808402,4015243775612013.0,0.0212391,0.02511245,0.03232285,0.0402539,0.0681037,0.0152922,0.02077105,0.0275685,0.035889950000000004,0.0625652,0.0043217,0.004042850000000001,0.0046668000000000005,0.00517985,0.0079967,0,05_resultados\revisao_operacional\campanha_v1\j00202.mat,campanha_v1,,,,,-20,,,,
j00203,timing,perda_fonte,mpc_qp_estocastico_3cen,{},350.0000000441902,350.0000000441902,1,14.583333333376174,14.583333333376173,150,150,150,150,49.18944666227664,49.18944666227664,60,51.3501283541858,2154.8367623949066,0,0.16666666666666669,0.0513501283541858,500,150,55.98561165430024,0.1243114299775101,57,0,0,0.004629179280129847,666566.4042708572,8858386386927326.0,0.0474941,0.0535076,0.07945035,0.1185374,0.1608475,0.0326498,0.0413291,0.06677274999999999,0.10595335,0.1493997,0.0120262,0.011831850000000001,0.01331775,0.0148486,0.0288956,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00203.mat,evento_adiantado_corrigido_v1,,,,,-20,,,,
j00204,timing,perda_fonte,heuristico,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,4e-05,8e-06,1.04e-05,1.54e-05,4e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00204.mat,campanha_v1,,,,,-19,,,,
j00205,timing,perda_fonte,heuristico_foresight,{},350.0009331161424,350.0009331161424,1,14.583333992085878,14.583333992085878,150,150,150,150,57.097198598655794,55.66588551456392,60,28.12027056419938,850,0,0,0.02812027056419938,500,150,59.229820385663096,nan,0,nan,nan,nan,nan,nan,4.76e-05,8.9e-06,1.16e-05,2.2499999999999998e-05,4.76e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00205.mat,campanha_v1,,,,,-19,,,,
j00206,timing,perda_fonte,miope_qp,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.0012811,0.0005858,0.00067325,0.0008665000000000001,0.0012811,0.0011332,0.0005211,0.0005933,0.0007714,0.0011332,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00206.mat,campanha_v1,,,,,-19,,,,
j00207,timing,perda_fonte,mpc_qp_v5,{},350.0000051652537,350.0000051652537,1,14.583333337000036,14.583333337000035,150,150,150,150,56.804351387997826,55.41060509215233,60,29.135132632515354,1540.8431100621353,0,2.25,0.029135132632515354,500,150,59.0516121449499,0.014570789106890913,733,0,0,0.004329353967648331,333283.200808402,4015243775612013.0,0.0229108,0.0253037,0.0323661,0.039679,0.0489949,0.0159204,0.0209487,0.02754945,0.035098950000000004,0.0447264,0.0052671,0.0040606,0.00477975,0.0051265,0.0055185,0,05_resultados\revisao_operacional\campanha_v1\j00207.mat,campanha_v1,,,,,-19,,,,
j00208,timing,perda_fonte,mpc_qp_estocastico_3cen,{},350.0000000011361,350.0000000011361,1,14.58333333334571,14.583333333345708,150,150,150,150,49.07006446819243,49.07006446819243,60,51.917193776085384,831.9827345896824,0,0,0.051917193776085384,500,150,55.86622944431259,7.105427357601002e-15,0,0,0,5.684341886080801e-13,666566.4042708572,8858386386927326.0,0.0473485,0.0534576,0.06729265000000001,0.11078455000000001,0.1217908,0.032497,0.041226399999999996,0.0544028,0.09814895,0.1101004,0.0118913,0.01178155,0.012723499999999999,0.0134682,0.0228729,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00208.mat,evento_adiantado_corrigido_v1,,,,,-19,,,,
j00209,timing,perda_fonte,heuristico,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,3.86e-05,7.9e-06,1.02e-05,1.35e-05,4.44e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00209.mat,campanha_v1,,,,,-18,,,,
j00210,timing,perda_fonte,heuristico_foresight,{},350.001538448432,350.001538448432,1,14.583334419432662,14.583334419432662,150,150,150,150,57.12059041152129,55.689277327429416,60,28.00915945308827,850,0,0,0.02800915945308827,500,150,59.25321210856085,nan,0,nan,nan,nan,nan,nan,4.35e-05,9e-06,1.17e-05,1.48e-05,4.35e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00210.mat,campanha_v1,,,,,-18,,,,
j00211,timing,perda_fonte,miope_qp,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.0012044,0.000585,0.000761,0.0009477,0.0012044,0.0010664,0.0005208,0.00065905,0.0008485,0.0010664,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00211.mat,campanha_v1,,,,,-18,,,,
j00212,timing,perda_fonte,mpc_qp_v5,{},350.0000085155741,350.0000085155741,1,14.58333333936542,14.583333339365417,150,150,150,150,56.81952952782349,55.42578330104927,60,29.063035776721545,1642.431511243615,0,2.083333333333333,0.029063035776721546,500,150,59.066790356080226,0.014570787876138525,733,0,0,0.004328680073740543,333283.200808402,4015243775612013.0,0.0210718,0.02520235,0.03283125,0.0408486,0.0493923,0.0155078,0.0208846,0.0278401,0.0360451,0.0445702,0.0039662,0.00411565,0.00483905,0.00517065,0.0078974,0,05_resultados\revisao_operacional\campanha_v1\j00212.mat,campanha_v1,,,,,-18,,,,
j00213,timing,perda_fonte,mpc_qp_estocastico_3cen,{},350.0000000015305,350.0000000015305,1,14.583333333346069,14.583333333346067,150,150,150,150,49.08762501384482,49.08762501384482,60,51.83378118423686,831.9827337797186,0,0,0.051833781184236864,500,150,55.88378999230513,7.105427357601002e-15,0,0,0,5.684341886080801e-13,666566.4042708572,8858386386927326.0,0.0468269,0.05354475,0.06633775,0.11106235,0.1219904,0.0329281,0.0413752,0.05428165,0.09853605,0.1096287,0.0114648,0.0117567,0.012657149999999999,0.01314345,0.0149444,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00213.mat,evento_adiantado_corrigido_v1,,,,,-18,,,,
j00214,timing,perda_fonte,heuristico,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,4.11e-05,8.2e-06,1.06e-05,1.63e-05,5.83e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00214.mat,campanha_v1,,,,,-17,,,,
j00215,timing,perda_fonte,heuristico_foresight,{},350.0025364726537,350.0025364726537,1,14.5833351240084,14.5833351240084,150,150,150,150,57.14398222438679,55.71266914029491,60,27.89804834197716,850.0000000000001,0,0,0.02789804834197716,500,150,59.276603773094614,nan,0,nan,nan,nan,nan,nan,4.58e-05,9.1e-06,1.14e-05,1.57e-05,4.96e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00215.mat,campanha_v1,,,,,-17,,,,
j00216,timing,perda_fonte,miope_qp,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.0012433,0.00060695,0.00071745,0.00085395,0.0012433,0.0011027,0.0005403999999999999,0.00063335,0.0007546499999999999,0.0011027,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00216.mat,campanha_v1,,,,,-17,,,,
j00217,timing,perda_fonte,mpc_qp_v5,{},350.0000137305979,350.0000137305979,1,14.583333343047236,14.583333343047235,150,150,150,150,56.84528887312141,55.45154276358425,60,28.940677712643534,1687.0879707286786,0,2.083333333333333,0.028940677712643536,500,150,59.09254982247555,0.014570785787384466,733,0,0,0.0034725146948630936,333283.200808402,4015243775612013.0,0.0206751,0.026714799999999997,0.03395075,0.04099865,0.0515347,0.0149321,0.0217672,0.028867249999999997,0.03611705,0.0462475,0.0041974,0.004652750000000001,0.00515615,0.0053555,0.0060917,0,05_resultados\revisao_operacional\campanha_v1\j00217.mat,campanha_v1,,,,,-17,,,,
j00218,timing,perda_fonte,mpc_qp_estocastico_3cen,{},350.0000000256726,350.0000000256726,1,14.583333333363303,14.5833333333633,150,150,150,150,49.23600211945714,49.23600211945714,60,51.12898993257819,1921.6357648891699,0,0.16666666666666669,0.051128989932578195,500,150,56.0321671176879,0.12939660814421217,116,0,0,3.637978807091713e-12,666566.4042708572,8858386386927326.0,0.0468815,0.053839200000000004,0.06618365,0.11030134999999999,0.1491569,0.0329555,0.04162305,0.054027149999999996,0.0978212,0.1370845,0.0114419,0.01178195,0.01273675,0.0134211,0.0175581,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00218.mat,evento_adiantado_corrigido_v1,,,,,-17,,,,
j00219,timing,perda_fonte,heuristico,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,4.13e-05,8.1e-06,1.31e-05,1.49e-05,4.29e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00219.mat,campanha_v1,,,,,-16,,,,
j00220,timing,perda_fonte,heuristico_foresight,{},350.00418193641667,350.00418193641667,1,14.583336285657406,14.583336285657406,150,150,150,150,57.16737403725229,55.73606095316041,60,27.786937230866048,850,0,0,0.02778693723086605,500,150,59.29999534140243,nan,0,nan,nan,nan,nan,nan,5.57e-05,9.1e-06,1.18e-05,2.315e-05,5.57e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00220.mat,campanha_v1,,,,,-16,,,,
j00221,timing,perda_fonte,miope_qp,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.0012908,0.00061315,0.0006889999999999999,0.0008439,0.0012908,0.0011516,0.00054505,0.0006131,0.00075165,0.0011516,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00221.mat,campanha_v1,,,,,-16,,,,
j00222,timing,perda_fonte,mpc_qp_v5,{},350.00003118956744,350.00003118956744,1,14.583333355372972,14.583333355372972,150,150,150,150,56.88179331235866,55.488047368991836,60,28.76727996237632,1548.9798732203549,0,2.3333333333333335,0.02876727996237632,500,150,59.12905443185736,0.014570782827348694,733,0,0,0.0016238240433494866,333283.200808402,4015243775612013.0,0.0228975,0.0263554,0.03328805,0.041055999999999995,0.1028003,0.0159109,0.02140465,0.0283324,0.036084950000000005,0.0977642,0.0052913,0.00461045,0.0050701,0.00529845,0.0057045,0,05_resultados\revisao_operacional\campanha_v1\j00222.mat,campanha_v1,,,,,-16,,,,
j00223,timing,perda_fonte,mpc_qp_estocastico_3cen,{},350.00000006343487,350.00000006343487,1,14.58333333339009,14.58333333339009,150,150,150,150,49.26863206833691,49.26863206833691,60,50.97399767539954,2069.320007626413,0,0.16666666666666669,0.050973997675399535,500,150,56.06479707091052,0.13063491747546152,116,0,0,0.00048680082556984416,666566.4042708572,8858386386927326.0,0.0484503,0.0538409,0.06811105,0.10931715,0.1500083,0.0340342,0.0416175,0.0540287,0.09719375,0.1371975,0.0114402,0.0118619,0.01289585,0.0144005,0.031118,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00223.mat,evento_adiantado_corrigido_v1,,,,,-16,,,,
j00224,timing,perda_fonte,heuristico,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,4.1e-05,8.1e-06,1.07e-05,1.81e-05,4.1e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00224.mat,campanha_v1,,,,,-15,,,,
j00225,timing,perda_fonte,heuristico_foresight,{},350.00689484752286,350.00689484752286,1,14.583338200892827,14.583338200892827,150,150,150,150,57.190765850117785,55.75945276602591,60,27.675826119754937,850,0,0,0.027675826119754936,500,150,59.32338675106047,nan,0,nan,nan,nan,nan,nan,5.07e-05,9.3e-06,1.21e-05,1.7650000000000002e-05,6.37e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00225.mat,campanha_v1,,,,,-15,,,,
j00226,timing,perda_fonte,miope_qp,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.0012411,0.00061125,0.0007203,0.0009448,0.0012411,0.0010991,0.00054365,0.0006341999999999999,0.0008468,0.0010991,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00226.mat,campanha_v1,,,,,-15,,,,
j00227,timing,perda_fonte,mpc_qp_v5,{},350.0001435266688,350.0001435266688,1,14.583333434679744,14.583333434679743,150,150,150,150,56.922383048318096,55.52863728975905,60,28.574476866059477,1733.541661653065,0,2.4166666666666665,0.028574476866059476,500,150,59.16964434323266,0.014570779536043688,733,0,0,0.0054509516215830445,333283.200808402,4015243775612013.0,0.0223651,0.02661185,0.03566,0.0417909,0.0630228,0.0155433,0.02165165,0.0303094,0.0368034,0.0581354,0.0046401,0.0046259,0.0050656,0.00531745,0.0057579,0,05_resultados\revisao_operacional\campanha_v1\j00227.mat,campanha_v1,,,,,-15,,,,
j00228,timing,perda_fonte,mpc_qp_estocastico_3cen,{},350.0000000050963,350.0000000050963,1,14.583333333348838,14.583333333348834,150,150,150,150,49.14030766832423,49.14030766832423,60,51.58353857545957,831.9827313500928,0,0,0.05158353857545957,500,150,55.93647265380494,7.105427357601002e-15,0,0,0,5.684341886080801e-13,666566.4042708572,8858386386927326.0,0.0480494,0.0535746,0.07314925,0.11236245,0.122597,0.0334159,0.04132455,0.05443745,0.09923055,0.1101526,0.0117215,0.011850900000000001,0.01304845,0.01407905,0.0243292,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00228.mat,evento_adiantado_corrigido_v1,,,,,-15,,,,
j00229,timing,perda_fonte,heuristico,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,4.51e-05,1.75e-05,1.87e-05,2.06e-05,4.51e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00229.mat,campanha_v1,,,,,-14,,,,
j00230,timing,perda_fonte,heuristico_foresight,{},350.0113676817691,350.0113676817691,1,14.583341358582208,14.583341358582208,150,150,150,150,57.21415766298328,55.78284457889141,60,27.564715008643827,850,0,0,0.027564715008643825,500,150,59.34677789914925,nan,0,nan,nan,nan,nan,nan,4.58e-05,9.6e-06,1.15e-05,1.275e-05,5.47e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00230.mat,campanha_v1,,,,,-14,,,,
j00231,timing,perda_fonte,miope_qp,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.0013232,0.0006255,0.00077155,0.0011102,0.0015457,0.001155,0.0005546,0.00067305,0.0009883499999999998,0.0014023,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00231.mat,campanha_v1,,,,,-14,,,,
j00232,timing,perda_fonte,mpc_qp_v5,{},350.000155055576,350.000155055576,1,14.583333442818915,14.583333442818915,150,150,150,150,56.93851495957455,55.544769274477304,60,28.49784955200729,1785.8475165290336,0,2.3333333333333335,0.02849784955200729,500,150,59.18577632914039,0.014570778227948722,733,0,0,0.0044857222705445565,333283.200808402,4015243775612013.0,0.0242282,0.026706550000000003,0.035361649999999994,0.0419507,0.1009715,0.0162038,0.02172615,0.03029365,0.03678885,0.0959653,0.0056111,0.0046658,0.005186,0.00540025,0.0060799,0,05_resultados\revisao_operacional\campanha_v1\j00232.mat,campanha_v1,,,,,-14,,,,
j00233,timing,perda_fonte,mpc_qp_estocastico_3cen,{},350.00000000799264,350.00000000799264,1,14.583333333350973,14.583333333350973,150,150,150,150,49.15786891017348,49.15786891017348,60,51.50012267667569,831.9827305402484,0,0,0.05150012267667569,500,150,55.954033897994094,7.105427357601002e-15,0,0,0,5.684341886080801e-13,666566.4042708572,8858386386927326.0,0.0473747,0.053457199999999996,0.06627915,0.11119445,0.1203824,0.0327401,0.041248850000000004,0.0539573,0.0980762,0.1080942,0.0120735,0.011782850000000001,0.01265935,0.013137,0.015075,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00233.mat,evento_adiantado_corrigido_v1,,,,,-14,,,,
j00234,timing,perda_fonte,heuristico,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,4.86e-05,8.2e-06,1.08e-05,1.42e-05,7.35e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00234.mat,campanha_v1,,,,,-13,,,,
j00235,timing,perda_fonte,heuristico_foresight,{},350.0187421387312,350.0187421387312,1,14.583346564731855,14.583346564731855,150,150,150,150,57.23754947584878,55.806236391756904,60,27.453603897532716,850.0000000000001,0,0,0.027453603897532715,500,150,59.370168615983246,nan,0,nan,nan,nan,nan,nan,5.34e-05,9.5e-06,1.21e-05,1.645e-05,5.34e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00235.mat,campanha_v1,,,,,-13,,,,
j00236,timing,perda_fonte,miope_qp,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.0012336,0.000608,0.0007048499999999999,0.0009054,0.0012819,0.0010931,0.0005407,0.0006238,0.00080865,0.0011388,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00236.mat,campanha_v1,,,,,-13,,,,
j00237,timing,perda_fonte,mpc_qp_v5,{},350.00010111773,350.00010111773,1,14.583333404740541,14.58333340474054,150,150,150,150,56.93865753676203,55.54491185231401,60,28.497172303865607,1693.1489186803374,0,2.083333333333333,0.028497172303865607,500,150,59.18591891501927,0.014570778216395297,733,0,0,0.003327757881038451,333283.200808402,4015243775612013.0,0.0222395,0.026769349999999997,0.03974065,0.04352255,0.0507048,0.0156368,0.02175675,0.03444005,0.037781350000000005,0.0457502,0.0049693,0.00473575,0.0053219,0.0057686000000000005,0.0064128,0,05_resultados\revisao_operacional\campanha_v1\j00237.mat,campanha_v1,,,,,-13,,,,
j00238,timing,perda_fonte,mpc_qp_estocastico_3cen,{},350.0000000126802,350.0000000126802,1,14.583333333354389,14.583333333354387,150,150,150,150,49.1754299581873,49.1754299581873,60,51.41670769860988,831.982729730381,0,0,0.051416707698609884,500,150,55.971594948347544,7.105427357601002e-15,0,0,0,5.684341886080801e-13,666566.4042708572,8858386386927326.0,0.0474142,0.0536011,0.0657528,0.11012649999999999,0.1185858,0.0331207,0.041284650000000006,0.0536662,0.09776195,0.1065505,0.0117678,0.01186185,0.01273005,0.0138776,0.0165022,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00238.mat,evento_adiantado_corrigido_v1,,,,,-13,,,,
j00239,timing,perda_fonte,heuristico,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,4.21e-05,8.3e-06,1.03e-05,1.185e-05,4.76e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00239.mat,campanha_v1,,,,,-12,,,,
j00240,timing,perda_fonte,heuristico_foresight,{},350.03090056278455,350.03090056278455,1,14.583355148221518,14.583355148221518,150,150,150,150,57.26094128871428,55.8296282046224,60,27.342492786421605,850,0,0,0.027342492786421604,500,150,59.39355862179829,nan,0,nan,nan,nan,nan,nan,4.6e-05,9.2e-06,1.155e-05,1.73e-05,5.61e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00240.mat,campanha_v1,,,,,-12,,,,
j00241,timing,perda_fonte,miope_qp,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.0012718,0.0006128,0.0006962,0.0008636,0.0012718,0.0011236,0.0005449,0.0006152,0.0007728,0.0011236,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00241.mat,campanha_v1,,,,,-12,,,,
j00242,timing,perda_fonte,mpc_qp_v5,{},350.00032992501804,350.00032992501804,1,14.58333356627176,14.583333566271758,150,150,150,150,56.98113244162932,55.58738695063679,60,28.29541456864593,1640.5740162974002,0,2.3333333333333335,0.02829541456864593,500,150,59.22839398697897,0.014570774772231232,733,0,0,2.4355554160138126e-05,333283.200808402,4015243775612013.0,0.0218306,0.02560825,0.032141100000000006,0.0400713,0.1040005,0.0153358,0.02118185,0.02751125,0.035599599999999995,0.0990205,0.0049197,0.00403885,0.0047377,0.00499975,0.0054851,0,05_resultados\revisao_operacional\campanha_v1\j00242.mat,campanha_v1,,,,,-12,,,,
j00243,timing,perda_fonte,mpc_qp_estocastico_3cen,{},350.0000000203644,350.0000000203644,1,14.58333333335993,14.583333333359928,150,150,150,150,49.19299071777541,49.19299071777541,60,51.33329409056618,831.9827289202155,0,0,0.051333294090566174,500,150,55.9891557102748,7.105427357601002e-15,0,0,0,5.684341886080801e-13,666566.4042708572,8858386386927326.0,0.0473074,0.0539095,0.06654145,0.11110225,0.1199304,0.0330064,0.041483900000000004,0.05442045,0.09852325,0.1074317,0.0114419,0.01192625,0.01327865,0.014655350000000001,0.0219375,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00243.mat,evento_adiantado_corrigido_v1,,,,,-12,,,,
j00244,timing,perda_fonte,heuristico,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,4.25e-05,8.2e-06,9.6e-06,1.89e-05,5.97e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00244.mat,campanha_v1,,,,,-11,,,,
j00245,timing,perda_fonte,heuristico_foresight,{},350.0509464151395,350.0509464151395,1,14.583369300003502,14.583369300003502,150,150,150,150,57.284333101579776,55.8530200174879,60,27.231381675310494,850,0,0,0.027231381675310494,500,150,59.416947455341266,nan,0,nan,nan,nan,nan,nan,4.62e-05,9e-06,1.14e-05,1.22e-05,5.58e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00245.mat,campanha_v1,,,,,-11,,,,
j00246,timing,perda_fonte,miope_qp,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.0011986,0.0006028,0.0006798500000000001,0.00081325,0.0013033,0.0010612,0.0005364,0.0005958999999999999,0.00072485,0.0012298,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00246.mat,campanha_v1,,,,,-11,,,,
j00247,timing,perda_fonte,mpc_qp_v5,{},350.0003799614508,350.0003799614508,1,14.583333601596095,14.583333601596093,150,150,150,150,56.99872559380227,55.60498018295296,60,28.211846293337352,1548.9802409245349,0,2.3333333333333335,0.028211846293337353,500,150,59.24598721502437,0.01457077334564616,733,0,0,0.0016238232079217596,333283.200808402,4015243775612013.0,0.0210557,0.025494549999999998,0.03194685,0.0398918,0.1024205,0.0151619,0.021020999999999998,0.027659450000000002,0.0354451,0.0981704,0.0042354,0.00405545,0.00467425,0.0049505,0.0078079,0,05_resultados\revisao_operacional\campanha_v1\j00247.mat,campanha_v1,,,,,-11,,,,
